Assembly District Number,STATEFIP,PUMA,PUMA Description,STATEFIP,STATE_CODE
65,36,03809,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,36,
25,36,04106,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",36,
84,36,03710,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",36,
84,36,03708,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",36,
78,22,02300,Regional Planning Commission 3--Jefferson Parish (North) PUMA,22,
17,34,00903,Middlesex County (Northwest)--South Plainfield & Middlesex Boroughs PUMA,34,
92,36,03105,Westchester County (Central)--White Plains City PUMA,36,
76,36,03805,NYC-Manhattan Community District 8--Upper East Side PUMA,36,
85,36,03709,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",36,
63,36,03902,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,36,
111,42,00500,"Pike, Wayne & Susquehanna Counties PUMA",42,
92,26,00700,Muskegon County PUMA,26,
16,08,04103,El Paso County (Central)--Colorado Springs City (Central) PUMA,08,
16,08,04104,El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills PUMA,08,
21,26,03201,Wayne County (Northwest) PUMA,26,
70,26,01100,"Ionia, Montcalm, Mecosta & Osceola Counties PUMA",26,
2,26,03213,Wayne County (Northeast)--I-94 Corridor PUMA,26,
21,53,11702,Snohomish County (West Central)--Mukilteo & Everett (Southwest) Cities PUMA,53,
81,39,02400,Hancock & Putnam Counties PUMA,39,
73,51,51225,"Henrico County (West)--Tuckahoe, Short Pump & Wyndham PUMA",51,
46,51,51255,Alexandria City PUMA,51,
69,51,51235,Richmond City PUMA,51,
118,20,00100,Northwest Kansas PUMA,20,
98,39,03000,Tuscarawas & Harrison Counties PUMA,39,
20,34,01800,Union County (Northeast)--Elizabeth City PUMA,34,
20,34,01901,Union County (North Central)--Roselle Park Borough PUMA,34,
57,17,03415,Cook County (North)--Wheeling Township (North & East) PUMA,17,
2,72,00804,San Juan Municipio (Noroeste) PUMA,72,
156,42,03402,Chester County (East Central)--West Chester Borough PUMA,42,
51,39,05402,Butler County (South Central)--Hamilton & Fairfield Cities PUMA,39,
87,28,01800,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA",28,
41,24,00801,"Baltimore City--Sandtown-Winchester, Ashburton & Mount Washington PUMA",24,
143,42,03001,Bucks County (North) PUMA,42,
116,48,05904,San Antonio City (Northwest)--Inside Loop I-410 PUMA,48,
116,48,05910,San Antonio City (Northwest)--Between Loop TX-1604 & Loop I-410 PUMA,48,
81,28,01500,"East Central Region--Lauderdale, Newton & Clarke Counties--Meridian City PUMA",28,
91,51,51186,Hampton City PUMA,51,
82,51,51164,Virginia Beach City (North) PUMA,51,
36,29,01005,Jackson County--Kansas City (South) PUMA,29,
89,51,51154,Norfolk City (Northeast) PUMA,51,
50,20,00802,"Shawnee (Outside Topeka City), Osage, Jackson, Brown & Wabaunsee Counties PUMA",20,
63,39,01600,Trumbull County (South Central)--Warren & Niles Cities PUMA,39,
87,12,09904,Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North) PUMA,12,
92,29,01807,St. Louis County (Inner Ring South) PUMA,29,
32,72,01001,Caguas Municipio PUMA,72,
3,72,00805,San Juan Municipio (Este) PUMA,72,
48,36,04014,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",36,
107,20,00200,North Central Kansas--Salina City PUMA,20,
30,42,01802,Allegheny County (North)--Franklin Park Borough & Allison Park PUMA,42,
176,42,00600,Monroe County PUMA,42,
9,42,01501,Lawrence & Beaver (North) Counties--New Castle City PUMA,42,
20,42,01701,Pittsburgh City (North) PUMA,42,
8,39,00909,"Cuyahoga County (Northeast)--Euclid, Cleveland Heights & South Euclid Cities PUMA",39,
168,42,03304,Delaware County (West) PUMA,42,
140,42,03003,Bucks County (Southeast)--Levittown PUMA,42,
29,34,01301,Essex County (Southeast)--Newark City (North & East) PUMA,34,
29,34,01401,Essex County (Northeast) PUMA,34,
116,42,00802,Luzerne County (South Central)--Wilkes-Barre & Hazleton Cities PUMA,42,
38,51,59301,"Fairfax County (East Central)--Annandale, West Falls Church & Bailey's Crossroads PUMA",51,
75,39,01700,Portage County PUMA,39,
48,53,11607,"King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill PUMA",53,
37,53,11604,Seattle City (Southeast)--Capitol Hill PUMA,53,
30,72,00701,"Guayama, Salinas, Arroyo, Patillas & Maunabo Municipios--Carr 3 (Sureste) PUMA",72,
13,20,00900,Flint Hills Region--Emporia City PUMA,20,
21,42,01803,Allegheny County (North Central) PUMA,42,
26,39,04108,Columbus (Southeast) & Reynoldsburg Cities PUMA,39,
134,36,00905,Monroe County (North & West) PUMA,36,
134,36,00904,Monroe County (Central)--Greece & Gates Towns PUMA,36,
128,42,02702,Berks County (Southwest)--Reading City PUMA,42,
142,42,03004,Bucks County (Southwest) PUMA,42,
27,19,01800,South Central Iowa PUMA,19,
39,24,01002,Montgomery County (West Central)--Germantown & Montgomery Village PUMA,24,
42B,24,00504,"Baltimore County--Towson (East & Central), Parkville & Carney PUMA",24,
42B,24,00501,Baltimore County (Outer) PUMA,24,
38A,24,01400,"Wicomico, Worcester & Somerset Counties--Salisbury City PUMA",24,
44B,24,00507,"Baltimore County--Catonsville, Woodlawn & Arbutus PUMA",24,
39,51,59306,"Fairfax County (South Central)--Springfield (South), West Springfield & Franconia PUMA",51,
44,51,59302,"Fairfax County (Southeast)--Woodlawn, Rose Hill & Mount Vernon PUMA",51,
41,51,59303,Fairfax County (Central) & Fairfax City--Burke PUMA,51,
98,20,01304,Sedgwick (South) & Butler (Southwest) Counties--Wichita (South) & Derby Cities PUMA,20,
79,39,04300,Clark County PUMA,39,
29,53,11504,"Pierce County (South Central)--Tacoma City (South), Parkland & Spanaway PUMA",53,
4,72,00806,San Juan Municipio (Sur) PUMA,72,
70,40,01201,Tulsa County (Central)--Tulsa City (Central) PUMA,40,
7,39,00903,"Cuyahoga County (South)--Broadview Heights, North Royalton & Strongsville Cities PUMA",39,
77,39,03900,Fairfield County PUMA,39,
146,42,03101,Montgomery County (Northwest)--Pottstown Borough PUMA,42,
64,21,02400,Northern Kentucky Area Development District (North Central)--Kenton County PUMA,21,
32,24,01201,"Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade PUMA",24,
41,42,03504,Lancaster County (Southwest)--Columbia Borough PUMA,42,
HD-098,45,01204,"Charleston, Berkeley & Dorchester Counties--North Charleston City PUMA",45,
3A,24,00302,Frederick County (Central)--Greater Frederick City PUMA,24,
3A,24,00301,Frederick County (Outside Greater Frederick City) PUMA,24,
79,12,07103,Lee County (Northeast)--Lehigh Acres & North Fort Myers PUMA,12,
115,12,08617,"Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace PUMA",12,
95,37,02900,Iredell (South)--Mooresville Town & Statesville City PUMA,37,
144,29,02400,"Butler, Ripley, Wayne, Madison, Iron, Reynolds & Carter Counties PUMA",29,
99,12,01109,Broward County (Southeast)--Hollywood (North) & Dania Beach (South) Cities PUMA,12,
104,12,01111,"Broward County--Weston, Pembroke Pines (Northwest) Cities & Southwest Ranches Town PUMA",12,
57,12,05708,Hillsborough County (South County) PUMA,12,
154,42,03106,Montgomery County (South Central) PUMA,42,
4,40,00200,"Cherokee, Sequoyah & Adair Counties PUMA",40,
132,29,02602,Greene County--Springfield City (North) PUMA,29,
151,42,03105,"Montgomery County (Southeast)--Willow Grove, Horsham & Montgomeryville PUMA",42,
146,48,04616,Houston City (Southwest)--Between Loop I-610 & Beltway TX-8 PUMA,48,
146,48,04615,Houston (Southwest) & Bellaire (Southeast) Cities--Between Loop I-610 & Beltway TX-8 PUMA,48,
146,48,04603,"Houston City (South Central)--South of US-59, West of I-45 & Inside Loop I-610 PUMA",48,
45,48,05400,Capital Area COG (Southwest)--Hays County PUMA,48,
122,42,02801,Carbon & Lehigh (North) Counties PUMA,42,
2,37,00400,"Granville, Person & Caswell Counties PUMA",37,
106,37,03103,Charlotte City (Northeast) PUMA,37,
65,12,10302,Pinellas County (North Central) PUMA,12,
65,12,10301,Pinellas County (North) PUMA,12,
79,51,51155,Portsmouth & Norfolk (Southwest) Cities PUMA,51,
58,37,01704,Guilford County (South)--High Point City PUMA,37,
58,37,01702,Greensboro City (South) PUMA,37,
57,37,01701,Greensboro City (North) PUMA,37,
57,37,01703,Guilford County (North)--Summerfield Town PUMA,37,
35,29,01004,Jackson County (South Central) PUMA,29,
85,29,01803,St. Louis County (Inner Ring North) PUMA,29,
27,53,11501,Pierce County (Central)--Tacoma City (Central) PUMA,53,
82,40,01002,Oklahoma County (Northwest)--Oklahoma City (Northwest Central) & Bethany Cities PUMA,40,
158,29,02700,"Taney, Barry, Stone & McDonald Counties PUMA",29,
42,42,01806,Allegheny County (South Central)--Baldwin & Whitehall Boroughs PUMA,42,
125,48,05909,San Antonio (Northwest) & Leon Valley Cities PUMA,48,
98,48,02510,Tarrant County (North)--North Richland Hills (North) & Keller Cities PUMA,48,
98,48,02501,"Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities PUMA",48,
88,37,03105,Charlotte City (Southwest) PUMA,37,
24,37,01000,Wilson & Greene Counties--Wilson City PUMA,37,
8,42,01600,Butler County PUMA,42,
8,42,01400,Mercer County PUMA,42,
115,48,02322,"Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities PUMA",48,
11,37,01207,Wake County (West Central)--Cary Town PUMA,37,
HD-046,45,00502,York County (East)--Rock Hill City & Fort Mill Town PUMA,45,
HD-031,45,00301,Spartanburg County (Central)--Spartanburg City PUMA,45,
45,29,00600,Boone County PUMA,29,
96,12,01102,Broward County (North Central)--Margate & Coconut Creek Cities PUMA,12,
34,53,11612,"King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island PUMA",53,
34,53,11605,Seattle City (West)--Duwamish & Beacon Hill PUMA,53,
97,40,01004,"Oklahoma County (East)--Midwest, Del & Oklahoma City (Northeast) Cities PUMA",40,
97,40,01006,Oklahoma County (Central)--Oklahoma City (Central) PUMA,40,
76,29,01901,St. Louis City (North) PUMA,29,
88,29,01805,St. Louis County (Central) PUMA,29,
22,04,00131,Maricopa County--Surprise City (Central) PUMA,04,
16,04,00101,Maricopa County--Mesa City (East) PUMA,04,
126,48,04629,"Harris County (North)--North of FM-1960, West of I-45 & East of TX-249 PUMA",48,
66,48,01902,Collin County (Southwest)--Plano City (West) PUMA,48,
90,40,01001,Oklahoma County (Southwest)--Oklahoma City (West Central) PUMA,40,
76,40,01202,Tulsa County (Southeast)--Tulsa (Southeast) & Broken Arrow (West) Cities PUMA,40,
HD-034,45,00302,Spartanburg County (Outside Spartanburg City)--Greer City (East) PUMA,45,
72,48,02800,Concho Valley COG & Permian Basin Regional Planning Commission (East) PUMA,48,
72,48,02900,Concho Valley COG--Tom Green County--San Angelo City PUMA,48,
102,37,03101,Charlotte City (Central) PUMA,37,
200,42,03206,Philadelphia City (Northwest) PUMA,42,
149,42,03103,Montgomery County (Southwest)--King of Prussia & Ardmore (East) PUMA,42,
23,29,01001,Jackson County--Kansas City (Central) PUMA,29,
82,37,03200,"Cabarrus County (West)--Concord, Kannapolis Cities & Harrisburg Town PUMA",37,
98,37,03106,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns PUMA",37,
26,37,01100,Johnston County PUMA,37,
77,37,01900,"Davie, Yadkin & Iredell (North) Counties PUMA",37,
53,12,00904,"Brevard County (Southeast)--Palm Bay City, Grant-Valkaria & Malabar Towns PUMA",12,
53,12,00903,Brevard County (Southwest)--Melbourne & West Melbourne Cities PUMA,12,
108,37,03002,Gaston County (Southeast)--Gastonia & Belmont Cities PUMA,37,
49,12,09508,Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park PUMA,12,
HD-056,45,01102,"Horry County (Southeast)--Myrtle Beach, North Myrtle Beach Cities & Socastee (East) PUMA",45,
133,29,02603,Greene County--Springfield City (South) PUMA,29,
59,12,05707,Hillsborough County (Central) PUMA,12,
37,12,10102,Pasco County (West Central) PUMA,12,
21,04,00127,Maricopa County--Peoria City (South & Central) PUMA,04,
21,04,00130,Maricopa County--El Mirage City & Sun City PUMA,04,
102,29,01701,St. Charles County (South) PUMA,29,
112,29,02001,Jefferson County (North) PUMA,29,
32,40,01102,"Pottawatomie (North), Logan & Lincoln Counties--Shawnee City PUMA",40,
190,42,03208,Philadelphia City (West) PUMA,42,
25,04,00104,Maricopa County--Mesa City (South Central) PUMA,04,
25,04,00102,Maricopa County--Mesa City (North Central) PUMA,04,
136,48,05203,"Williamson County (South)--Austin City (Far North), Brushy Creek & Jollyville PUMA",48,
97,48,02514,Tarrant County (Southwest)--Fort Worth (Southwest) & Benbrook Cities PUMA,48,
149,48,04637,"Houston City (West)--Westpark Tollway, West of Beltway TX-8 PUMA",48,
149,48,04635,Houston City (West)--South of I-10 & West of TX-6 PUMA,48,
37,34,00303,"Bergen County (Southeast)--Fort Lee, Cliffside Park & Palisades Park Boroughs PUMA",34,
37,34,00301,Bergen County (South Central)--Hackensack & Englewood (West) Cities PUMA,34,
40,34,00308,"Bergen County (Central)--Ridgewood Village, Glen Rock & Westwood Boroughs PUMA",34,
40,34,00502,Passaic County (Central)--Hawthorne Borough & Clifton City (Northwest) PUMA,34,
87,42,02302,Cumberland County (East) PUMA,42,
170,42,03201,Philadelphia City (Far Northeast) PUMA,42,
92,37,03108,Mecklenburg County (South)--Matthews Town (South) PUMA,37,
39,37,01204,"Wake County (East)--Raleigh City (East), Knightdale & Garner (North) Towns PUMA",37,
43,37,05001,Cumberland County (Central)--Fayetteville City (Central & East) PUMA,37,
20,01,00302,Huntsville City (Central & South) PUMA,01,
27A,27,02400,"Mower, Steele, Freeborn & Dodge Counties PUMA",27,
34,10,00200,Kent County--Dover City PUMA,10,
39,44,00400,South Rhode Island--Washington County PUMA,44,
7,09,00302,Hartford Town PUMA,09,
92,19,00900,Scott County--Davenport City PUMA,19,
62,36,03901,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",36,
1st Norfolk,25,03603,Norfolk County (Northeast)--Quincy City & Milton Town PUMA,25,
17,35,00804,Albuquerque City (Central) & Bernalillo County (North Valley) PUMA,35,
96,19,00700,"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City PUMA",19,
131,48,04617,Houston City (South)--Between Loop I-610 & Beltway TX-8 PUMA,48,
131,48,04638,Houston City (Southwest)--East of TX-6 & West of Beltway TX-8 PUMA,48,
138,48,04612,Houston (West) & Spring Valley Village Cities--Between Loop I-610 & Beltway TX-8 PUMA,48,
138,48,04636,Houston City (West)--East of TX-6 & West of Beltway TX-8 PUMA,48,
138,48,04634,Harris County (West)--Houston City (West)--North of US-90 & West of TX-6 PUMA,48,
HD-022,45,00103,Greenville County (North Central & Outside Greenville City)--Wade Hampton & Berea PUMA,45,
135,09,00101,"Fairfield, New Canaan, Wilton, Weston & Easton Towns PUMA",09,
38,35,00900,Southwest New Mexico PUMA,35,
98,17,03105,Will County (Northwest Central)--Plainfield & Lockport Townships PUMA,17,
98,17,03106,Will County (Northwest)--DuPage & Wheatland Townships PUMA,17,
26,19,01400,"Warren, Jasper, Marion, Dallas (West) & Madison Counties PUMA",19,
36,09,00700,Middlesex County PUMA,09,
90,09,00902,"Meriden, Wallingford & North Haven Towns PUMA",09,
31,08,00806,Adams County (West Central)--Thornton & Federal Heights Cities PUMA,08,
06B,27,00400,"St. Louis (North), Koochiching, Lake & Cook Counties--Hibbing & Cloquet Cities PUMA",27,
101,48,02504,Tarrant County (Southeast)--Arlington (Southeast) & Grand Prairie (Southwest) Cities PUMA,48,
101,48,02503,Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities PUMA,48,
42,48,06301,South Texas Development Council (North)--Webb County--Laredo City (Central) PUMA,48,
137,48,04614,"Houston City (West)--Westpark Tollway, Between Loop I-610 & Beltway TX-8 PUMA",48,
59,49,49002,"Utah County (Central)--Orem, Pleasant Grove, American Fork & Lindon Cities PUMA",49,
49,17,03007,"Kane County (East)--St. Charles, Batavia (Central) & Geneva (Central) Townships PUMA",17,
49,17,03209,DuPage County (Southwest)--Naperville & Winfield (South) Townships PUMA,17,
8,36,03303,Suffolk County (Northwest)--Smithtown Town PUMA,36,
6,01,00301,Huntsville (North) & Madison (East) Cities PUMA,01,
6,01,00200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest) PUMA,01,
56B,27,01503,Dakota County (West)--Burnsville & Apple Valley Cities PUMA,27,
69,22,01501,Capital Region Planning Commission 3--Baton Rouge City PUMA,22,
77,12,07101,Lee County (South & West)--Barrier Islands Region PUMA,12,
77,12,07102,Lee County (Northwest)--Cape Coral City PUMA,12,
71,26,01900,Eaton & Clinton Counties PUMA,26,
114,09,00903,"Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns PUMA",09,
99,48,02515,Tarrant County (West)--Fort Worth City (West) PUMA,48,
99,48,02516,Tarrant County (Northwest)--Fort Worth (Northwest) & Saginaw Cities PUMA,48,
134,48,04604,Houston City (West Central)--South of I-10 & Inside Loop I-610 PUMA,48,
36,49,35005,"Salt Lake County (East Central)--Murray (East), Holladay Cities & Millcreek PUMA",49,
28,49,35002,Salt Lake County (Northeast)--Salt Lake City (East) PUMA,49,
6,08,00814,Denver City (South Central) PUMA,08,
58,39,01500,"Mahoning County (Northeast)--Youngstown City, Boardman & Austintown PUMA",39,
32,39,05503,Cincinnati City (West) PUMA,39,
47A,27,01700,Carver & Scott (West) Counties PUMA,27,
12,49,57001,"Weber County (West)--Roy, North Ogden, Ogden (Northwest) & West Haven Cities PUMA",49,
24,35,00802,Albuquerque City (Near Northeast Heights) PUMA,35,
79,09,00304,"Bristol, Southington & Burlington Towns PUMA",09,
66,28,01000,Central Region--Jackson (West & South) & Clinton (South & East) Cities PUMA,28,
39,34,00305,"Bergen County (East)--Tenafly, Park Ridge & Cresskill Boroughs PUMA",34,
39,34,00306,"Bergen County (Northwest)--Ramsey, Oakland & Franklin Lakes Boroughs PUMA",34,
61,48,02400,Parker County PUMA,48,
140,48,04609,Houston City (North)--South of Aldine & Inside Beltway TX-8 PUMA,48,
140,48,04608,Houston City (North) & Aldine--Between Loop I-610 & Beltway TX-8 PUMA,48,
140,48,04610,Houston City (North)--West of Aldine & Inside Beltway TX-8 PUMA,48,
51,36,04012,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,36,
101,29,01804,St. Louis County (West) PUMA,29,
5th Worcester,25,00302,Worcester County (West Central) PUMA,25,
29,44,00201,Central Rhode Island--Kent County--Warwick City PUMA,44,
14,39,00902,"Cuyahoga County (West)--Berea, Brook Park, Lakewood & Rocky River Cities PUMA",39,
14,39,00905,Cleveland City (West) PUMA,39,
Hillsborough County No. 37,33,00900,Hillsborough County (Southeastern)--Greater Nashua City PUMA,33,
Hillsborough County No. 4,33,00600,Hillsborough County (Western) PUMA,33,
90,55,00200,Green Bay City PUMA,55,
52,55,01401,Fond du Lac & Calumet Counties PUMA,55,
147,48,04619,Houston (Southeast) & South Houston Cities--Inside Beltway TX-8 PUMA,48,
94,48,02507,Tarrant County (East)--Arlington City (West)--South of I-30 & East of Loop I-820 PUMA,48,
103,48,02315,Dallas City (West Central)--East of Loop TX-12 & West of I-35E PUMA,48,
103,48,02312,"Dallas (West Central), University Park Cities & Highland Park Town PUMA",48,
34,48,06601,Coastal Bend COG--Nueces County--Corpus Christi City (Outer) PUMA,48,
34,48,06602,Coastal Bend COG--Nueces County (Central)--Corpus Christi City (North Central) PUMA,48,
32,48,06603,Coastal Bend COG--Nueces County (Central)--Corpus Christi City (South Central) PUMA,48,
63,55,30000,Racine County PUMA,55,
112,48,02308,Dallas County (Northeast)--Garland (Northwest) & Richardson (East) Cities PUMA,48,
121,48,05912,San Antonio City (Northeast)--Between Loop TX-1604 & Loop I-410 PUMA,48,
88,55,00300,Outer Green Bay City PUMA,55,
40,55,01400,East Central Wisconsin PUMA,55,
15,39,00904,"Cuyahoga County (South Central)--Brooklyn, Parma, Parma Heights & Seven Hills Cities PUMA",39,
16,39,00901,"Cuyahoga County--Olmsted Township, Bay Village, North Olmsted & Westlake Cities PUMA",39,
67,48,01901,"Collin County (Southwest)--Dallas (North), Plano (South) & Richardson (North) Cities PUMA",48,
67,48,01903,Collin County (Southwest)--Plano City (Central) PUMA,48,
99,55,70101,Waukesha County (West) PUMA,55,
31,09,00306,"Glastonbury, Newington, Wethersfield, Rocky Hill & Marlborough Towns PUMA",09,
Carroll County No. 4,33,00200,"Lakes Region--Belknap, Carroll & Merrimack (Northern) Counties PUMA",33,
95,20,01303,Sedgwick County (Central)--Wichita City (Central) PUMA,20,
33,72,01002,"Gurabo, San Lorenzo, Juncos & Las Piedras Municipios--Carr 30 PUMA",72,
Rockingham County No. 16,33,01000,Seacoast Region--Rockingham County (Southern)--Portsmouth City PUMA,33,
Coos County No. 5,33,00100,Northern New Hampshire--Grafton & Coos Counties PUMA,33,
69,39,01900,Medina County PUMA,39,
67,39,04000,Delaware County PUMA,39,
18,49,11002,"Davis County (South)--Bountiful, Farmington & North Salt Lake Cities PUMA",49,
15,49,11001,"Davis County (North)--Layton, Clearfield, Kaysville, Syracuse & Clinton Cities PUMA",49,
22B,27,02100,Southwest Minnesota PUMA,27,
98,55,70301,Waukesha County (Central) PUMA,55,
8,01,00600,Morgan & Lawrence Counties--Decatur City PUMA,01,
15,55,40701,Milwaukee County (West) PUMA,55,
131,09,00900,New Haven County (Northwest) PUMA,09,
48,48,05305,Austin City (Northwest) PUMA,48,
75,20,01302,Sedgwick (Northeast) & Butler (North & East) Counties--Wichita City (Northeast) PUMA,20,
33,20,00500,Wyandotte County--Kansas City PUMA,20,
92,48,02502,Tarrant County (East)--Euless (South & West) & Arlington (North) Cities PUMA,48,
80,39,04500,"Darke, Shelby & Preble Counties PUMA",39,
80,39,04400,Miami County PUMA,39,
57,44,00102,Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities PUMA,44,
50,51,51245,"Manassas, Manassas Park Cities & Prince William County (Central)--Buckhall & Sudley PUMA",51,
25,48,04803,Houston-Galveston Area Council--Brazoria County (Southwest)--Lake Jackson City PUMA,48,
41,23,01000,"Cumberland County (Southeast)--Portland, South Portland & Westbrook Cities PUMA",23,
48,01,01303,"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities PUMA",01,
50,49,35007,"Salt Lake County--West Jordan (East), South Jordan (East) & Riverton Cities PUMA",49,
43,24,00802,"Baltimore City--Guilford, Roland Park & Druid Lake PUMA",24,
45,24,00803,"Baltimore City--Frankford, Belair-Edison & Loch Raven PUMA",24,
13,24,00902,"Howard County (East)--Columbia (East), Ellicott City (Southeast) & Elkridge PUMA",24,
8,24,00505,"Baltimore County--Perry Hall, Middle River & Rosedale PUMA",24,
39,48,06801,Hidalgo County (Southeast)--Weslaco & Mercedes Cities PUMA,48,
71,48,02700,West Central Texas COG--Taylor County--Abilene City PUMA,48,
71,48,02600,West Central Texas COG (Outside Taylor County) PUMA,48,
76,48,03303,El Paso City (Southeast) PUMA,48,
76,48,03304,El Paso City (Central) PUMA,48,
47,20,00400,Northeast Kansas PUMA,20,
113,20,01100,South Central Kansas PUMA,20,
42,21,01701,KIPDA Area Development District (West)--Louisville/Jefferson County (Northwest) PUMA,21,
23,08,00818,"Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities PUMA",08,
14,17,03501,"Chicago City (North)--Edgewater, Uptown & Rogers Park PUMA",17,
72,36,03801,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",36,
83,36,03702,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",36,
6,18,00401,St. Joseph County (North)--South Bend City PUMA,18,
26,36,04104,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",36,
4th Berkshire,25,00100,Berkshire County--Pittsfield City PUMA,25,
94,13,02001,Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan PUMA,13,
3,32,00406,Las Vegas City (South Central) PUMA,32,
24,17,03408,"Cook County (Central)--Cicero, Berwyn & Oak Park Townships PUMA",17,
74,30,00300,Southwest Montana--Butte-Silver Bow & Helena City PUMA,30,
4th Essex,25,00703,"Essex County (East)--Salem, Beverly, Gloucester & Newburyport Cities PUMA",25,
77,23,00400,Kennebec County PUMA,23,
9th Hampden,25,01902,Hampden County (East of Springfield City)--Chicopee City PUMA,25,
9th Norfolk,25,03601,Norfolk County (Southwest)--Greater Franklin Town City PUMA,25,
12th Plymouth,25,04902,Plymouth County (Central) PUMA,25,
12th Plymouth,25,04903,"Plymouth County (East)--Plymouth, Marshfield, Scituate, Duxbury & Kingston Towns PUMA",25,
64,06,03762,Los Angeles County (South Central)--Carson City PUMA,06,
64,06,03757,Los Angeles County (South Central)--Compton City & West Rancho Dominguez PUMA,06,
69,06,05917,Orange County (Central)--Santa Ana City (East) PUMA,06,
69,06,05916,Orange County (Central)--Santa Ana City (West) PUMA,06,
13th Essex,25,01000,"Peabody City, Danvers, Reading, North Reading & Lynnfield Towns PUMA",25,
18,15,00303,Honolulu County--East Honolulu to Kapahulu PUMA,15,
3,54,00100,"Ohio, Marshall, Hancock & Brooke Counties PUMA",54,
94,36,03101,Putnam County PUMA,36,
18th Middlesex,25,00502,Middlesex County (Far Northeast)--Lowell City PUMA,25,
19th Middlesex,25,01300,"Billerica, Andover, Tewksbury & Wilmington Towns PUMA",25,
11th Suffolk,25,03304,Boston City--Mattapan & Roxbury PUMA,25,
95,42,03601,York County (Central)--York City & Shiloh PUMA,42,
2nd Middlesex,25,00501,Middlesex County (Outside Lowell City) PUMA,25,
65,48,02001,Denton County (Far Southeast)--Carrollton (North) & Dallas (North) Cities PUMA,48,
65,48,02002,Denton County (Southeast)--Lewisville City PUMA,48,
66,26,02300,Van Buren & Cass Counties PUMA,26,
64,26,02600,Jackson County PUMA,26,
15,28,00500,"Three Rivers Region--Lee, Pontotoc & Union Counties--Tupelo City PUMA",28,
15th Middlesex,25,00503,"Middlesex County--Waltham City, Lexington, Burlington, Bedford & Lincoln Towns PUMA",25,
3rd Bristol,25,04303,"Bristol County--Taunton City, Mansfield, Norton, Raynam, Dighton & Berkley Towns PUMA",25,
94,12,01108,Broward County (East Central)--Fort Lauderdale City (Central) PUMA,12,
21,39,04103,"Columbus (Far Northwest), Dublin & Hilliard (North) Cities PUMA",39,
11th Hampden,25,01900,Hampden County (Central)--Springfield City PUMA,25,
53,47,02504,Nashville-Davidson (Southeast) PUMA,47,
52,26,02701,"Washtenaw County (West, Northeast & Southeast) PUMA",26,
99,26,01200,"Isabella, Gratiot & Clare Counties PUMA",26,
38,18,01300,"Howard, Cass & Tipton Counties--Kokomo City PUMA",18,
85,18,01003,Allen County (Outside Fort Wayne City) PUMA,18,
85,18,01002,Allen County (Central)--Fort Wayne City (North) PUMA,18,
15,26,03203,Wayne County (Central)--Dearborn & Dearborn Heights Cities PUMA,26,
11th Bristol,25,04500,Bristol County (South)--New Bedford City & Fairhaven Town PUMA,25,
11th Bristol,25,04301,Bristol (Outside New Bedford City) & Plymouth (South) Counties PUMA,25,
65,39,05600,Clermont County (West) PUMA,39,
36,08,00809,Arapahoe (West) & Adams (South Central) Counties--Aurora City (North Central) PUMA,08,
17th Suffolk,25,03301,"Boston City--Allston, Brighton & Fenway PUMA",25,
15th Essex,25,00701,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities PUMA",25,
96,18,02305,Marion County--Center Township--Indianapolis City (Central) PUMA,18,
11,18,00104,Lake County (South) PUMA,18,
