Senate District Number,STATEFIP_x,PUMA,PUMA Description_x,Assembly District Number,STATEFIP_y,PUMA Description_y,STATEFIP_y
37,35,01002,"Doña Ana County (Central)--Las Cruces, Mesilla Cities & University Park PUMA",53,35,"Doña Ana County (Central)--Las Cruces, Mesilla Cities & University Park PUMA",35
37,35,01002,"Doña Ana County (Central)--Las Cruces, Mesilla Cities & University Park PUMA",58,08,"Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties PUMA",08
37,35,01002,"Doña Ana County (Central)--Las Cruces, Mesilla Cities & University Park PUMA",75,26,Kent County (Central)--Grand Rapids City Area PUMA,26
37,35,01002,"Doña Ana County (Central)--Las Cruces, Mesilla Cities & University Park PUMA",29,29,Jackson County (North Central) PUMA,29
37,35,01002,"Doña Ana County (Central)--Las Cruces, Mesilla Cities & University Park PUMA",39,24,Montgomery County (West Central)--Germantown & Montgomery Village PUMA,24
37,35,01002,"Doña Ana County (Central)--Las Cruces, Mesilla Cities & University Park PUMA",82,40,Oklahoma County (Northwest)--Oklahoma City (Northwest Central) & Bethany Cities PUMA,40
37,35,01002,"Doña Ana County (Central)--Las Cruces, Mesilla Cities & University Park PUMA",33,72,"Gurabo, San Lorenzo, Juncos & Las Piedras Municipios--Carr 30 PUMA",72
37,35,01002,"Doña Ana County (Central)--Las Cruces, Mesilla Cities & University Park PUMA",85,18,Allen County (Central)--Fort Wayne City (North) PUMA,18
37,35,01002,"Doña Ana County (Central)--Las Cruces, Mesilla Cities & University Park PUMA",50,13,Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City PUMA,13
23,31,00701,"Dodge, Cass, Saunders & Washington Counties PUMA",20,16,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA,16
23,31,00701,"Dodge, Cass, Saunders & Washington Counties PUMA",128,36,Onondaga County (Central)--Syracuse City PUMA,36
23,31,00701,"Dodge, Cass, Saunders & Washington Counties PUMA",112,42,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA",42
23,31,00701,"Dodge, Cass, Saunders & Washington Counties PUMA",1,06,Butte County (Northwest)--Chico City PUMA,06
23,31,00701,"Dodge, Cass, Saunders & Washington Counties PUMA",48,40,"Carter, Garvin, Murray, Love & Pontotoc (West) Counties PUMA",40
23,31,00701,"Dodge, Cass, Saunders & Washington Counties PUMA",32,34,"Hudson County (North)--West New York, Secaucus & Guttenberg Towns PUMA",34
23,31,00701,"Dodge, Cass, Saunders & Washington Counties PUMA",30,72,"Guayama, Salinas, Arroyo, Patillas & Maunabo Municipios--Carr 3 (Sureste) PUMA",72
23,31,00701,"Dodge, Cass, Saunders & Washington Counties PUMA",15th Essex,25,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities PUMA",25
4,06,00701,Butte County (Northwest)--Chico City PUMA,20,16,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA,16
4,06,00701,Butte County (Northwest)--Chico City PUMA,128,36,Onondaga County (Central)--Syracuse City PUMA,36
4,06,00701,Butte County (Northwest)--Chico City PUMA,112,42,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA",42
4,06,00701,Butte County (Northwest)--Chico City PUMA,1,06,Butte County (Northwest)--Chico City PUMA,06
4,06,00701,Butte County (Northwest)--Chico City PUMA,48,40,"Carter, Garvin, Murray, Love & Pontotoc (West) Counties PUMA",40
4,06,00701,Butte County (Northwest)--Chico City PUMA,32,34,"Hudson County (North)--West New York, Secaucus & Guttenberg Towns PUMA",34
4,06,00701,Butte County (Northwest)--Chico City PUMA,30,72,"Guayama, Salinas, Arroyo, Patillas & Maunabo Municipios--Carr 3 (Sureste) PUMA",72
4,06,00701,Butte County (Northwest)--Chico City PUMA,15th Essex,25,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities PUMA",25
53,36,00701,Onondaga County (Central)--Syracuse City PUMA,20,16,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA,16
53,36,00701,Onondaga County (Central)--Syracuse City PUMA,128,36,Onondaga County (Central)--Syracuse City PUMA,36
53,36,00701,Onondaga County (Central)--Syracuse City PUMA,112,42,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA",42
53,36,00701,Onondaga County (Central)--Syracuse City PUMA,1,06,Butte County (Northwest)--Chico City PUMA,06
53,36,00701,Onondaga County (Central)--Syracuse City PUMA,48,40,"Carter, Garvin, Murray, Love & Pontotoc (West) Counties PUMA",40
53,36,00701,Onondaga County (Central)--Syracuse City PUMA,32,34,"Hudson County (North)--West New York, Secaucus & Guttenberg Towns PUMA",34
53,36,00701,Onondaga County (Central)--Syracuse City PUMA,30,72,"Guayama, Salinas, Arroyo, Patillas & Maunabo Municipios--Carr 3 (Sureste) PUMA",72
53,36,00701,Onondaga County (Central)--Syracuse City PUMA,15th Essex,25,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities PUMA",25
14,40,00701,"Carter, Garvin, Murray, Love & Pontotoc (West) Counties PUMA",20,16,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA,16
14,40,00701,"Carter, Garvin, Murray, Love & Pontotoc (West) Counties PUMA",128,36,Onondaga County (Central)--Syracuse City PUMA,36
14,40,00701,"Carter, Garvin, Murray, Love & Pontotoc (West) Counties PUMA",112,42,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA",42
14,40,00701,"Carter, Garvin, Murray, Love & Pontotoc (West) Counties PUMA",1,06,Butte County (Northwest)--Chico City PUMA,06
14,40,00701,"Carter, Garvin, Murray, Love & Pontotoc (West) Counties PUMA",48,40,"Carter, Garvin, Murray, Love & Pontotoc (West) Counties PUMA",40
14,40,00701,"Carter, Garvin, Murray, Love & Pontotoc (West) Counties PUMA",32,34,"Hudson County (North)--West New York, Secaucus & Guttenberg Towns PUMA",34
14,40,00701,"Carter, Garvin, Murray, Love & Pontotoc (West) Counties PUMA",30,72,"Guayama, Salinas, Arroyo, Patillas & Maunabo Municipios--Carr 3 (Sureste) PUMA",72
14,40,00701,"Carter, Garvin, Murray, Love & Pontotoc (West) Counties PUMA",15th Essex,25,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities PUMA",25
VI,72,00701,"Guayama, Salinas, Arroyo, Patillas & Maunabo Municipios--Carr 3 (Sureste) PUMA",20,16,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA,16
VI,72,00701,"Guayama, Salinas, Arroyo, Patillas & Maunabo Municipios--Carr 3 (Sureste) PUMA",128,36,Onondaga County (Central)--Syracuse City PUMA,36
VI,72,00701,"Guayama, Salinas, Arroyo, Patillas & Maunabo Municipios--Carr 3 (Sureste) PUMA",112,42,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA",42
VI,72,00701,"Guayama, Salinas, Arroyo, Patillas & Maunabo Municipios--Carr 3 (Sureste) PUMA",1,06,Butte County (Northwest)--Chico City PUMA,06
VI,72,00701,"Guayama, Salinas, Arroyo, Patillas & Maunabo Municipios--Carr 3 (Sureste) PUMA",48,40,"Carter, Garvin, Murray, Love & Pontotoc (West) Counties PUMA",40
VI,72,00701,"Guayama, Salinas, Arroyo, Patillas & Maunabo Municipios--Carr 3 (Sureste) PUMA",32,34,"Hudson County (North)--West New York, Secaucus & Guttenberg Towns PUMA",34
VI,72,00701,"Guayama, Salinas, Arroyo, Patillas & Maunabo Municipios--Carr 3 (Sureste) PUMA",30,72,"Guayama, Salinas, Arroyo, Patillas & Maunabo Municipios--Carr 3 (Sureste) PUMA",72
VI,72,00701,"Guayama, Salinas, Arroyo, Patillas & Maunabo Municipios--Carr 3 (Sureste) PUMA",15th Essex,25,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities PUMA",25
First Essex,25,00701,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities PUMA",20,16,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA,16
First Essex,25,00701,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities PUMA",128,36,Onondaga County (Central)--Syracuse City PUMA,36
First Essex,25,00701,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities PUMA",112,42,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA",42
First Essex,25,00701,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities PUMA",1,06,Butte County (Northwest)--Chico City PUMA,06
First Essex,25,00701,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities PUMA",48,40,"Carter, Garvin, Murray, Love & Pontotoc (West) Counties PUMA",40
First Essex,25,00701,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities PUMA",32,34,"Hudson County (North)--West New York, Secaucus & Guttenberg Towns PUMA",34
First Essex,25,00701,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities PUMA",30,72,"Guayama, Salinas, Arroyo, Patillas & Maunabo Municipios--Carr 3 (Sureste) PUMA",72
First Essex,25,00701,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities PUMA",15th Essex,25,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities PUMA",25
32,34,00701,"Hudson County (North)--West New York, Secaucus & Guttenberg Towns PUMA",20,16,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA,16
32,34,00701,"Hudson County (North)--West New York, Secaucus & Guttenberg Towns PUMA",128,36,Onondaga County (Central)--Syracuse City PUMA,36
32,34,00701,"Hudson County (North)--West New York, Secaucus & Guttenberg Towns PUMA",112,42,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA",42
32,34,00701,"Hudson County (North)--West New York, Secaucus & Guttenberg Towns PUMA",1,06,Butte County (Northwest)--Chico City PUMA,06
32,34,00701,"Hudson County (North)--West New York, Secaucus & Guttenberg Towns PUMA",48,40,"Carter, Garvin, Murray, Love & Pontotoc (West) Counties PUMA",40
32,34,00701,"Hudson County (North)--West New York, Secaucus & Guttenberg Towns PUMA",32,34,"Hudson County (North)--West New York, Secaucus & Guttenberg Towns PUMA",34
32,34,00701,"Hudson County (North)--West New York, Secaucus & Guttenberg Towns PUMA",30,72,"Guayama, Salinas, Arroyo, Patillas & Maunabo Municipios--Carr 3 (Sureste) PUMA",72
32,34,00701,"Hudson County (North)--West New York, Secaucus & Guttenberg Towns PUMA",15th Essex,25,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities PUMA",25
22,42,00701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA",20,16,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA,16
22,42,00701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA",128,36,Onondaga County (Central)--Syracuse City PUMA,36
22,42,00701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA",112,42,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA",42
22,42,00701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA",1,06,Butte County (Northwest)--Chico City PUMA,06
22,42,00701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA",48,40,"Carter, Garvin, Murray, Love & Pontotoc (West) Counties PUMA",40
22,42,00701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA",32,34,"Hudson County (North)--West New York, Secaucus & Guttenberg Towns PUMA",34
22,42,00701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA",30,72,"Guayama, Salinas, Arroyo, Patillas & Maunabo Municipios--Carr 3 (Sureste) PUMA",72
22,42,00701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA",15th Essex,25,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities PUMA",25
20,16,00701,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA,20,16,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA,16
20,16,00701,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA,128,36,Onondaga County (Central)--Syracuse City PUMA,36
20,16,00701,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA,112,42,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA",42
20,16,00701,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA,1,06,Butte County (Northwest)--Chico City PUMA,06
20,16,00701,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA,48,40,"Carter, Garvin, Murray, Love & Pontotoc (West) Counties PUMA",40
20,16,00701,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA,32,34,"Hudson County (North)--West New York, Secaucus & Guttenberg Towns PUMA",34
20,16,00701,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA,30,72,"Guayama, Salinas, Arroyo, Patillas & Maunabo Municipios--Carr 3 (Sureste) PUMA",72
20,16,00701,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities PUMA,15th Essex,25,"Essex County (Northwest)--Lawrence, Haverhill & Methuen Town Cities PUMA",25
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",9,54,"Wood, Pleasants & Wirt Counties PUMA",54
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",5,37,Northeast Albemarle Sound Region PUMA,37
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",09B,27,"Crow Wing, Morrison, Todd & Wadena Counties PUMA",27
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",46,28,North Central Region PUMA,28
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",36,24,Cecil County PUMA,24
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",170,13,Southern Georgia Regional Commission (West) PUMA,13
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",48,30,Billings City PUMA,30
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",109,17,"Clark, Jasper, Crawford, Lawrence, Richland, Clay & Wayne Counties PUMA",17
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",85,21,Lake Cumberland Area Development District (East) PUMA,21
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",13,04,Yuma County--Yuma City PUMA,04
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",41,47,"Putnam, Overton, Jackson, Clay & Pickett Counties PUMA",47
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",24,22,Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes PUMA,22
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",HD-053,45,"Lancaster, Chesterfield & Marlboro Counties PUMA",45
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",69,48,North Texas Regional Planning Commission--Wichita County--Wichita Falls City PUMA,48
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",12,01,Cullman & Winston Counties PUMA,01
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",88,39,Erie & Sandusky Counties PUMA,39
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",92,55,West Central Wisconsin--Northern Mississippi Region PUMA,55
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",47,08,Pueblo County (North)--Pueblo City & Pueblo West PUMA,08
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",49,05,"St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties PUMA",05
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",48,29,"Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties PUMA",29
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",Hillsborough County No. 9,33,Outer Manchester City PUMA,33
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",45,20,Douglas County--Lawrence City PUMA,20
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",46,23,Sagadahoc & Cumberland (North) Counties--Bath City & Brunswick PUMA,23
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",16,18,"Jasper, Starke, Fulton, Newton & Pulaski Counties PUMA",18
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",92,26,Muskegon County PUMA,26
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",96,19,"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City PUMA",19
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",36,09,Middlesex County PUMA,09
27,45,00700,"Lancaster, Chesterfield & Marlboro Counties PUMA",7,35,"Valencia, Bernalillo (East Mountains) Counties & Isleta Pueblo PUMA",35
09,27,00700,"Crow Wing, Morrison, Todd & Wadena Counties PUMA",9,54,"Wood, Pleasants & Wirt Counties PUMA",54
09,27,00700,"Crow Wing, Morrison, Todd & Wadena Counties PUMA",5,37,Northeast Albemarle Sound Region PUMA,37
09,27,00700,"Crow Wing, Morrison, Todd & Wadena Counties PUMA",09B,27,"Crow Wing, Morrison, Todd & Wadena Counties PUMA",27
09,27,00700,"Crow Wing, Morrison, Todd & Wadena Counties PUMA",46,28,North Central Region PUMA,28
09,27,00700,"Crow Wing, Morrison, Todd & Wadena Counties PUMA",36,24,Cecil County PUMA,24
09,27,00700,"Crow Wing, Morrison, Todd & Wadena Counties PUMA",170,13,Southern Georgia Regional Commission (West) PUMA,13
09,27,00700,"Crow Wing, Morrison, Todd & Wadena Counties PUMA",48,30,Billings City PUMA,30
09,27,00700,"Crow Wing, Morrison, Todd & Wadena Counties PUMA",109,17,"Clark, Jasper, Crawford, Lawrence, Richland, Clay & Wayne Counties PUMA",17
09,27,00700,"Crow Wing, Morrison, Todd & Wadena Counties PUMA",85,21,Lake Cumberland Area Development District (East) PUMA,21
09,27,00700,"Crow Wing, Morrison, Todd & Wadena Counties PUMA",13,04,Yuma County--Yuma City PUMA,04
09,27,00700,"Crow Wing, Morrison, Todd & Wadena Counties PUMA",41,47,"Putnam, Overton, Jackson, Clay & Pickett Counties PUMA",47
09,27,00700,"Crow Wing, Morrison, Todd & Wadena Counties PUMA",24,22,Kisatchie Delta Regional Planning & Development District 2--Rapides & Vernon Parishes PUMA,22
09,27,00700,"Crow Wing, Morrison, Todd & Wadena Counties PUMA",HD-053,45,"Lancaster, Chesterfield & Marlboro Counties PUMA",45
09,27,00700,"Crow Wing, Morrison, Todd & Wadena Counties PUMA",69,48,North Texas Regional Planning Commission--Wichita County--Wichita Falls City PUMA,48
09,27,00700,"Crow Wing, Morrison, Todd & Wadena Counties PUMA",12,01,Cullman & Winston Counties PUMA,01
